Employee Id,Education Level,Department,Job Tenure,Technical Skills,Quality_of_Work,Workload,Peer_Feedback,Code_Quality,Project_Completion_Rate,Debugging_Skills,Time_Management,Learning_Growth,Performance
695,Master's,Frontend,1,"Angular JS, Node JS, HTML",Good,Low,3,Poor,4,Poor,Poor,No,Needs Improvement
696,Master's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,7,Good,89,Good,Good,Yes,Exceeds Expectations
697,PhD,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,10,Excellent,88,Excellent,Good,Yes,Exceeds Expectations
698,Master's,Python & ML,1,"Python,ML models, DL models",Low,Low,4,Poor,36,Poor,Poor,No,Needs Improvement
699,Master's,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Poor,Low,1,Poor,22,Poor,Poor,No,Needs Improvement
700,Master's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,5,Good,38,Good,Excellent,Yes,Meets Expectations
701,Bachelor's,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,22,Good,Excellent,Yes,Exceeds Expectations
702,Bachelor's,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Good,54,Good,Excellent,Yes,Meets Expectations
703,Master's,.Net,9,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,5,Good,14,Good,Good,Yes,Meets Expectations
704,PhD,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,8,Good,89,Excellent,Excellent,Yes,Exceeds Expectations
705,Bachelor's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,4,Good,45,Good,Excellent,Yes,Meets Expectations
706,Bachelor's,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,6,Good,44,Good,Good,Yes,Meets Expectations
707,Bachelor's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,6,Good,56,Good,Good,Yes,Meets Expectations
708,PhD,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Low,3,Poor,22,Poor,Poor,No,Needs Improvement
709,Master's,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Low,0,Poor,21,Poor,Poor,No,Needs Improvement
710,Bachelor's,DevOps,0,"Jenkins, Git,Cloud management",Good,Low,2,Poor,16,Poor,Poor,No,Needs Improvement
711,PhD,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,6,Good,61,Good,Good,Yes,Meets Expectations
712,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Low,6,Good,39,Good,Excellent,Yes,Meets Expectations
713,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,9,Excellent,86,Excellent,Excellent,Yes,Exceeds Expectations
714,Master's,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Good,96,Excellent,Good,Yes,Exceeds Expectations
715,Master's,Mobile,5,"iOS, Android, React Native, Flutter",Excellent,Low,4,Good,58,Good,Good,Yes,Meets Expectations
716,Bachelor's,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net",Poor,Medium,0,Poor,13,Poor,Poor,No,Needs Improvement
717,Bachelor's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Medium,8,Excellent,87,Excellent,Excellent,Yes,Exceeds Expectations
718,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Low,4,Good,57,Good,Excellent,Yes,Meets Expectations
719,Master's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,4,Good,50,Good,Excellent,Yes,Meets Expectations
720,PhD,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,10,Excellent,89,Excellent,Good,Yes,Exceeds Expectations
721,Master's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,4,Good,56,Good,Good,Yes,Meets Expectations
722,Bachelor's,Frontend,6,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,2,Poor,27,Poor,Poor,No,Needs Improvement
723,Master's,.Net,1,"C#, .Net Core Framework, Visual Basic .Net, LinQ",Poor,Low,0,Poor,15,Poor,Poor,No,Needs Improvement
724,Master's,Mobile,10,"iOS, Android, React Native, Flutter",Excellent,Medium,5,Good,85,Good,Good,Yes,Meets Expectations
725,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,6,Good,70,Good,Good,Yes,Meets Expectations
726,PhD,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL",Poor,Low,2,Poor,25,Poor,Poor,No,Needs Improvement
727,PhD,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Low,7,Good,39,Good,Good,Yes,Meets Expectations
728,PhD,Mobile,0,"iOS, Android, React Native",Poor,Low,0,Poor,25,Poor,Poor,No,Needs Improvement
729,PhD,Mobile,7,"iOS, Android, React Native, Flutter",Good,Medium,10,Excellent,83,Excellent,Excellent,Yes,Exceeds Expectations
730,Master's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,8,Excellent,98,Excellent,Excellent,Yes,Meets Expectations
731,Master's,Mobile,4,"iOS, Android,  Flutter",Good,Low,7,Good,50,Good,Good,Yes,Meets Expectations
732,Master's,Python & ML,4,"Python,ML models,TensorFlow,  MSSQL, Flask",Good,Medium,7,Good,50,Good,Good,Yes,Meets Expectations
733,PhD,DevOps,4,"Jenkins, Git, Security, Automation, Cloud management",Excellent,Medium,9,Excellent,55,Excellent,Good,Yes,Exceeds Expectations
734,PhD,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,8,Good,85,Good,Good,Yes,Meets Expectations
735,PhD,.Net,4,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, Entity Framework",Good,Medium,6,Good,50,Good,Good,Yes,Meets Expectations
736,PhD,Frontend,5," Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,9,Excellent,90,Excellent,Excellent,Yes,Exceeds Expectations
737,PhD,Mobile,1,"Android, React Native, Flutter",Good,Low,5,Good,10,Poor,Poor,No,Needs Improvement
738,PhD,Python & ML,0,"Python, Flask",Excellent,Low,7,Good,20,Good,Good,No,Exceeds Expectations
739,PhD,Python & ML,5,"Python,ML models, DL models, TensorFlow, MSSQL, Django, Flask",Good,Medium,7,Good,55,Good,Good,Yes,Meets Expectations
740,Master's,Python & ML,0,Python,Good,Low,3,Good,5,Poor,Poor,No,Needs Improvement
741,Bachelor's,Database,5,"SSRS, MSSQL, Data Modelling, PowerBI, Data Warehouse",Good,Low,5,Good,21,Good,Poor,No,Needs Improvement
742,Master's,.Net,3,"C#, .Net Core Framework, Visual Basic .Net, LinQ, Entity Framework",Good,Low,6,Good,55,Good,Good,Yes,Meets Expectations
743,Bachelor's,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,9,Good,98,Good,Good,Yes,Meets Expectations
744,PhD,Python & ML,0,Python,Good,Low,4,Good,5,Poor,Good,Yes,Meets Expectations
745,Master's,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,7,Good,85,Good,Good,Yes,Meets Expectations
746,Bachelor's,Frontend,0,"HTML, CSS, Bootstrap, Java Script",Good,Low,3,Good,10,Good,Good,Yes,Meets Expectations
747,Bachelor's,Python & ML,2,"Python, MSSQL, Flask",Good,Medium,4,Good,15,Poor,Poor,No,Needs Improvement
748,Bachelor's,Frontend,3,"Angular JS, HTML, CSS, Bootstrap, Java Script",Good,Low,4,Good,25,Good,Good,Yes,Meets Expectations
749,PhD,DevOps,1," Git, Automation",Good,Medium,3,Poor,5,Poor,Poor,No,Needs Improvement
750,PhD,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,10,Good,83,Good,Excellent,Yes,Exceeds Expectations
751,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling,Data Warehouse, Data Mining",Poor,Low,4,Poor,38,Poor,Poor,No,Needs Improvement
752,Master's,Frontend,3,"Angular JS,Node JS, HTML, CSS, Bootstrap, JavaScript",Good,Medium,5,Good,48,Good,Excellent,Yes,Meets Expectations
753,PhD,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Excellent,82,Excellent,Good,Yes,Exceeds Expectations
754,Master's,.Net,4,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,7,Good,68,Good,Good,Yes,Meets Expectations
755,Bachelor's,Python & ML,5,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,High,8,Excellent,86,Excellent,Excellent,Yes,Exceeds Expectations
756,Master's,Python & ML,9,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,High,5,Good,55,Excellent,Good,No,Meets Expectations
757,Master's,Mobile,2,"iOS, Android, React Native",Good,Low,1,Poor,34,Poor,Poor,No,Needs Improvement
758,Master's,Python & ML,0,"Python,ML models, DL models, MSSQL, Postgresql",Good,Medium,7,Excellent,25,Excellent,Good,Yes,Meets Expectations
759,Bachelor's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,4,Good,37,Good,Good,Yes,Meets Expectations
760,PhD,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,78,Good,Excellent,Yes,Exceeds Expectations
761,Master's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, BigData, SSIS, Data Warehouse, Data Mining",Poor,Low,5,Good,34,poor,Poor,No,Needs Improvement
762,Bachelor's,Mobile,9,"iOS, Android, React Native, Flutter",Excellent,Medium,7,Good,78,Excellent,Excellent,yes,Exceeds Expectations
763,Master's,Frontend,1," HTML, CSS, Bootstrap, Java Script",Good,Low,4,Good,31,Good,Good,No,Meets Expectations
764,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Excellent,High,8,Good,68,Good,Good,No,Meets Expectations
765,Bachelor's,Frontend,6,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Low,7,Excellent,83,Excellent,Excellent,Yes,Exceeds Expectations
766,Master's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,4,Good,56,Good,Good,No,Meets Expectations
767,Bachelor's,Frontend,6,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,2,Poor,23,Poor,Poor,No,Needs Improvement
768,Master's,.Net,1,"C#, .Net Core Framework, Visual Basic .Net, LinQ",Poor,Low,0,Poor,15,Poor,Poor,No,Needs Improvement
769,Master's,Mobile,10,"iOS, Android, React Native, Flutter",Excellent,Medium,5,Good,85,Good,Good,Yes,Meets Expectations
770,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,6,Good,70,Good,Good,Yes,Meets Expectations
771,PhD,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL",Poor,Low,0,Poor,25,Poor,Poor,No,Needs Improvement
772,PhD,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Low,7,Good,39,Good,Good,Yes,Meets Expectations
773,PhD,.Net,0,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Poor,Low,3,poor,8,Poor,Poor,No,Needs Improvement
774,Master's,Database,7,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,9,Excellent,81,Excellent,Excellent,Yes,Exceeds Expectations
775,Bachelor's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,10,Excellent,80,Excellent,Good,Yes,Exceeds Expectations
776,PhD,Mobile,2,"iOS, Android, React Native, Flutter",Excellent,Medium,6,Good,50,Good,Good,No,Meets Expectations
777,Bachelor's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS",Good,Low,0,Poor,9,Poor,Poor,No,Needs Improvement
778,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,5,Good,90,Good,Good,No,Meets Expectations
779,Master's,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net",Poor,Low,2,Poor,32,Poor,Poor,No,Needs Improvement
780,Bachelor's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Low,3,Poor,21,Poor,Poor,No,Needs Improvement
781,PhD,Frontend,6,"Angular JS, Node JS, HTML, CSS, Bootstrap, JavaScript",Excellent,Medium,7,Excellent,78,Good,Excellent,Yes,Exceeds Expectations
782,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net",Good,Medium,1,Poor,27,Poor,Poor,No,Needs Improvement
783,PhD,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Medium,8,Excellent,69,Excellent,Excellent,Yes,Exceeds Expectations
784,PhD,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,6,Good,67,Good,Excellent,Yes,Meets Expectations
785,PhD,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,9,Excellent,75,Excellent,Good,Yes,Exceeds Expectations
786,Bachelor's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Medium,6,Good,72,Good,Excellent,No,Meets Expectations
787,PhD,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,High,4,Poor,19,Poor,Poor,No,Needs Improvement
788,Master's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,7,Good,58,Good,Good,Yes,Meets Expectations
789,PhD,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework",Good,Medium,9,Excellent,89,Excellent,Good,Yes,Exceeds Expectations
790,Bachelor's,.Net,0,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,Low,4,Poor,12,Poor,Poor,No,Needs Improvement
791,Bachelor's,Mobile,0,"iOS, Android, React Native",Excellent,Low,0,Good,75,Good,Excellent,Yes,Meets Expectations
792,PhD,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework",Good,Medium,4,Poor,17,Poor,Poor,No,Needs Improvement
793,Bachelor's,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,7,Excellent,81,good,Excellent,Yes,Exceeds Expectations
794,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation",Good,Medium,7,Good,70,Good,Excellent,Yes,Meets Expectations
795,Bachelor's,Database,7,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,6,Good,86,Good,Excellent,No,Meets Expectations
796,PhD,Mobile,0,"iOS, Android, React Native",Poor,Low,0,Poor,25,Poor,Poor,No,Needs Improvement
797,PhD,Mobile,7,"iOS, Android, React Native, Flutter",Good,Medium,10,Excellent,83,Excellent,Excellent,Yes,Exceeds Expectations
798,PhD,Mobile,3,"iOS, Android, React Native, Flutter",Excellent,Low,8,Excellent,86,Excellent,Good,Yes,Exceeds Expectations
799,Bachelor's,DevOps,4,"Jenkins, Git, Ansible, Security,Cloud management",Excellent,Low,5,Poor,19,Poor,Poor,No,Needs Improvement
800,PhD,DevOps,6,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,8,Excellent,71,Excellent,Excellent,Yes,Exceeds Expectations
801,Master's,Mobile,2,"iOS, Android, React Native",Poor,Medium,3,Poor,24,Poor,Poor,No,Needs Improvement
802,Master's,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,10,Excellent,94,Excellent,Good,Yes,Exceeds Expectations
803,Bachelor's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,8,Good,87,Good,Excellent,Yes,Meets Expectations
804,Bachelor's,Frontend,1," HTML, CSS, Bootstrap, Java Script",Good,Medium,3,Poor,34,Good,Poor,No,Needs Improvement
805,PhD,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,6,Good,76,Poor,Good,No,Meets Expectations
806,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Excellent,81,Good,Excellent,Yes,Exceeds Expectations
807,PhD,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,8,Excellent,73,Excellent,Excellent,Yes,Exceeds Expectations
808,Bachelor's,.Net,2,"C#, .Net Core Framework, Visual Basic .Net, LinQ",Good,Medium,4,Poor,1,Poor,Poor,No,Needs Improvement
809,PhD,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,High,7,Good,54,Good,Good,Yes,Meets Expectations
810,Bachelor's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,9,Excellent,98,Good,Excellent,Yes,Exceeds Expectations
811,PhD,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,10,Excellent,87,Excellent,Good,Yes,Exceeds Expectations
812,Master's,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,6,Good,50,Good,Good,Yes,Meets Expectations
813,PhD,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,10,Excellent,88,Good,Excellent,Yes,Exceeds Expectations
814,Master's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,3,Poor,23,Poor,Poor,No,Needs Improvement
815,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net",Poor,High,2,Poor,10,Poor,Poor,No,Needs Improvement
816,PhD,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,7,Good,78,Good,Good,No,Meets Expectations
817,PhD,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,7,Good,54,Good,Excellent,No,Meets Expectations
818,Bachelor's,Mobile,5,"iOS, Android, React Native, Flutter",Excellent,Medium,8,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
819,PhD,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse",Good,Medium,9,Good,44,Good,Good,Yes,Meets Expectations
820,Bachelor's,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Medium,7,Good,47,Good,Good,Yes,Meets Expectations
821,PhD,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,5,Poor,32,Poor,Poor,No,Needs Improvement
822,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,9,Excellent,87,Excellent,Good,Yes,Exceeds Expectations
823,Bachelor's,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Poor,Medium,5,Poor,23,Poor,Poor,No,Needs Improvement
824,Bachelor's,Python & ML,5,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,Low,4,Poor,34,Poor,Poor,No,Needs Improvement
825,PhD,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,7,Excellent,91,Excellent,Good,Yes,Exceeds Expectations
826,Bachelor's,Mobile,6,"iOS, Android, React Native",Poor,High,2,Poor,20,Poor,Poor,No,Needs Improvement
827,PhD,Mobile,2,"iOS, Android, React Native, Flutter",Excellent,High,7,Good,71,Good,Good,Yes,Meets Expectations
828,Bachelor's,.Net,9,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,10,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
829,PhD,Mobile,7,"iOS, Android, React Native, Flutter",Excellent,High,10,Excellent,79,Excellent,Good,Yes,Exceeds Expectations
830,Bachelor's,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse",Good,High,6,Good,49,Good,Excellent,Yes,Meets Expectations
831,Bachelor's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,8,Excellent,83,Excellent,Good,Yes,Exceeds Expectations
832,Master's,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,8,Excellent,82,Excellent,Excellent,Yes,Exceeds Expectations
833,PhD,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Poor,Medium,5,Poor,23,Poor,Poor,No,Needs Improvement
834,Master's,Mobile,5,"iOS, Android, React Native, Flutter",Excellent,High,10,Excellent,98,Excellent,Excellent,Yes,Exceeds Expectations
835,PhD,Mobile,1,"iOS, Android",Excellent,High,7,Good,71,Good,Good,Yes,Meets Expectations
836,PhD,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,7,Good,71,Good,Good,Yes,Meets Expectations
837,Master's,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,7,Good,62,Good,Good,No,Meets Expectations
838,Master's,Python & ML,7,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,7,Good,75,Good,Good,Yes,Meets Expectations
839,Bachelor's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,7,Excellent,91,Excellent,Excellent,Yes,Exceeds Expectations
840,PhD,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,Low,4,Poor,25,Poor,Poor,No,Needs Improvement
841,PhD,Frontend,1,"HTML, CSS, Bootstrap, Java Script",Excellent,Low,7,Good,44,Excellent,Good,No,Meets Expectations
842,PhD,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,7,Excellent,74,Excellent,Good,Yes,Exceeds Expectations
843,Bachelor's,Mobile,2,"iOS, Android, React Native",Poor,Low,5,Poor,26,Poor,Poor,No,Needs Improvement
844,Master's,Frontend,2," Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Medium,8,Good,60,Good,Good,Yes,Meets Expectations
845,Bachelor's,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,9,Excellent,78,Excellent,Excellent,Yes,Exceeds Expectations
846,Master's,Python & ML,9,"Python,ML models, DL models, TensorFlow",Good,Medium,2,Poor,28,Poor,Poor,No,Needs Improvement
847,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,9,Excellent,98,Excellent,Excellent,Yes,Exceeds Expectations
848,PhD,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,7,Good,74,Good,Good,No,Meets Expectations
849,Bachelor's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,8,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
850,PhD,DevOps,2,"Jenkins, Git, Ansible, Security,Cloud management",Good,Low,2,Poor,15,Poor,Poor,No,Needs Improvement
851,PhD,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,9,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
852,Master's,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,4,Good,65,Good,Excellent,Yes,Meets Expectations
853,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework",Good,High,7,Excellent,90,Excellent,Excellent,Yes,Exceeds Expectations
854,PhD,Python & ML,1,"Python,ML models, DL models, TensorFlow, MSSQL, Postgresql",Excellent,High,8,Excellent,98,Good,Excellent,Yes,Exceeds Expectations
855,PhD,Mobile,2,"iOS, Android, React Native",Good,Low,8,Good,70,Good,Good,No,Meets Expectations
856,PhD,Mobile,3,"iOS, Android, React Native, Flutter",Excellent,Low,3,Poor,29,Poor,Poor,No,Needs Improvement
857,Master's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse",Excellent,Medium,7,Good,67,Good,Good,Yes,Meets Expectations
858,Bachelor's,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,Medium,5,Poor,34,Poor,Poor,No,Needs Improvement
859,PhD,.Net,0,"C#, .Net Core Framework, ASP.Net, ADO.Net",Good,High,5,Poor,20,Poor,Poor,No,Needs Improvement
